TV-AV,LED-телевизоры,LG,"LG 32LN540B",,"32"", 1366x768, HDTV, 720p, LED-подсветка, 100 Гц, мощность звука 20 Вт, HDMI x3"
TV-AV,LED-телевизоры,LG,"LG 42LA620",747.04,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 42LA640",851.2,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 42LA660",890.4,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 42LA691S",991.2,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 42LA740",,"42"", 1920x1080, HDTV, 1080p (Full HD), TFT IPS, LED-подсветка, 800 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 47LA620",1002.4,"47"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 47LA640S",1080.8,"47"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 47LA660",1195.04,"47"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 47LA691",1296.96,"47"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 47LA720",,"47"", 1920x1080, HDTV, 1080p (Full HD), TFT IPS, LED-подсветка, 800 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 47LA740",,"47"", 1920x1080, HDTV, 1080p (Full HD), TFT IPS, LED-подсветка, 800 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 47LM660",,"47"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x4, VGA, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 47LM960",,"47"", 1920x1080, HDTV, 1080p (Full HD), TFT S-IPS, LED-подсветка, 1000 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, VGA, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 55LA620",,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 55LA640",,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 55LA660",,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 55LA691",,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 55LA740",,"55"", 1920x1080, HDTV, 1080p (Full HD), TFT IPS, LED-подсветка, 800 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 55LA790",,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 800 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,LG,"LG 55LA860V",,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 800 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,PHILIPS,"PHILIPS 32PFL3008",,"32"", 1366x768, HDTV, 720p, LED-подсветка, 100 Гц, DVR, мощность звука 12 Вт, HDMI x2, VGA"
TV-AV,LED-телевизоры,PHILIPS,"PHILIPS 32PFL3258",,"32"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, DVR, мощность звука 20 Вт, HDMI x2, Ethernet, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,PHILIPS,"PHILIPS 32PFL5008",,"32"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 300 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,PHILIPS,"PHILIPS 40PFL3008",,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, DVR, мощность звука 16 Вт, HDMI x2, VGA"
TV-AV,LED-телевизоры,PHILIPS,"PHILIPS 40PFL4508",764.96,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,PHILIPS,"PHILIPS 40PFL8008",,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1400 Гц, 3D, DVR, 2 TV-тюнера, мощность звука 30 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,PHILIPS,"PHILIPS 42PFL3208",,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, DVR, мощность звука 20 Вт, HDMI x2, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,PHILIPS,"PHILIPS 42PFL5008",,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 300 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,PHILIPS,"PHILIPS 42PFL5028",,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 300 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
TV-AV,LED-телевизоры,PHILIPS,"PHILIPS 42PFL7008",,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 700 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
